Kentucky,https://transparency.ky.gov/Pages/default.aspx,US State
King County,https://data.kingcounty.gov/,US City or County
Lake County,http://data-lakecountyil.opendata.arcgis.com/,US City or County
Las Vegas,https://www.lasvegasnevada.gov/Government/Transparency,US City or County
Lexington,https://data.lexingtonky.gov/,US City or County
Lincoln NE,http://opendata.lincoln.ne.gov/,US City or County
Little Rock AR,https://data.littlerock.gov/,US City or County
Los Angeles,https://controllerdata.lacity.org/browse,US City or County
Los Angeles County,https://data.lacounty.gov/,US City or County
Loudoun County,https://www.arcgis.com/home/item.html?id=fc9a9ee1d1744ec298c60a911b08d6ea,US City or County
Louisiana,https://wwwcfprd.doa.louisiana.gov/latrac/portal.cfm,US State
Louisville,https://data.louisvilleky.gov/,US City or County
Madison,https://data-cityofmadison.opendata.arcgis.com/,US City or County
Maine,https://www.maine.gov/geolib/catalog.html,US State
Marion County,http://data.indy.gov/,US City or County
Maryland,https://opendata.maryland.gov/,US State
Massachusetts,https://www.mass.gov/get-massgis-geospatial-data,US State
Michigan,http://www.michigan.gov/data/,US State
Minnesota,https://mn.gov/portal/,US State
Mississippi,http://opendata.gis.ms.gov/,US State
Missouri,http://data.mo.gov/,US State
Missouri Accountability Portal,http://mapyourtaxes.mo.gov/MAP/Portal/Default.aspx,Other State Related
Montana,https://data.mt.gov/,US State
Montgomery County,https://data.montgomerycountymd.gov/,US City or County
Nashville,https://data.nashville.gov/,US City or County
Nebraska,https://www.nebraska.gov/government/open-data/,US State
Nevada,https://open.nv.gov/,US State
New Hampshire,https://www.doit.nh.gov/,US State
New Jersey,https://data.nj.gov/,US State
New Mexico,https://ssp.nm.gov/,US State
New Orleans,https://datadriven.nola.gov/home/,US City or County
New York,https://data.ny.gov/,US State
New York City,https://opendata.cityofnewyork.us/,US City or County
New York State Data Center,https://data.ny.gov/,Other State Related
North Carolina,https://www.nc.gov/government/open-budget,US State
North Dakota GIS Hub,https://www.gis.nd.gov/,US State
NY State Open Data,https://data.ny.gov/,US State
NY State Senate,https://www.nysenate.gov/,Other State Related
Ohio,https://ohio.gov/government/topic-hubs/transparency,US State
Oklahoma,https://data.ok.gov/,US State
Oregon,http://data.oregon.gov/,US State
Palo Alto,http://data.cityofpaloalto.org/,US City or County
Pennsylvania,https://data.pa.gov/,US State
Philadelphia,http://www.opendataphilly.org/,US City or County
Portland,https://www.portland.gov/open-data-statistics-and-maps,US City or County
Prince George's County,https://data.princegeorgescountymd.gov/,US City or County
Providence,https://data.providenceri.gov/,US City or County
Raleigh,https://raleighnc.gov/apps-maps-and-open-data/services/gis-and-open-data,US City or County
Rhode Island,http://www.ri.gov/data/,US State
Rockford,https://data.illinois.gov/organization/city-of-rockford,US City or County
San Francisco,https://www.sf.gov/departments/city-administrator/datasf,US City or County
San Mateo County,https://data.smcgov.org/,US City or County
Santa Cruz,https://data.ca.gov/dataset/city-of-santa-cruz,US City or County
Santa Rosa,https://data-santarosa.opendata.arcgis.com/,US City or County
Scottsdale,http://data.scottsdaleaz.gov/,US City or County
Seattle,http://data.seattle.gov/,US City or County
Sioux Falls SD,https://dataworks.siouxfalls.gov/,US City or County
Somerville,http://data.somervillema.gov/,US City or County
South Bend,https://data-southbend.opendata.arcgis.com/,US City or County
South Carolina GIS,https://www.dnr.sc.gov/gis.html,Other State Related
South Dakota,http://open.sd.gov/,US State
Spokane,https://my.spokanecity.org/opendata/,US City or County
Tempe,https://data.tempe.gov/,US City or County
Tennessee,https://tn-tnmap.opendata.arcgis.com/,US State
Texas,https://data.texas.gov/,US State
Texas Transparency,https://comptroller.texas.gov/transparency/opendata/index.php,Other State Related
Utah,https://opendata.utah.gov/,US State
Vermont,https://data.vermont.gov/,US State
Virginia,http://data.virginia.gov,US State
Wake County,http://www.wakegov.com/data/Pages/default.aspx,US City or County
Washington,http://data.wa.gov/,US State
Weatherford GIS,http://ci.weatherford.tx.us/117/GISMapping,US City or County
Wellington GIS,https://www.wellingtonfl.gov/288/Geographic-Information-System-GIS,US City or County
West Virginia GIS,http://mapwv.gov/gis_services.html,Other State Related
Wisconsin GIS,http://data-wi-dnr.opendata.arcgis.com/,Other State Related
Wyoming GIS,https://data.geospatialhub.org/,Other State Related
