Catalonya,https://administraciodigital.gencat.cat/ca/dades/dades-obertes/inici/,International Regional
Chamber of Deputies,https://dati.camera.it/it/,International Regional
Chile,http://datos.gob.cl/,International Country
Colombia,www.datos.gov.co,International Country
County of Grand Prairie No. 1,http://www.countygp.ab.ca/EN/main/community/maps-gis/open-data/data.html,International Regional
CSIRO,https://data.csiro.au/,International Regional
Denmark,https://dati.camera.it/it/,International Regional
District of North Vancouver,http://geoweb.dnv.org/data/,International Regional
Edmonton,http://data.edmonton.ca/,International Regional
Emilia-Romagna Open Data,http://dati.emilia-romagna.it/,International Regional
Enschede,https://www.enschede.nl/open-data,International Regional
Estonia,https://www.ria.ee/en/state-information-system/data-based-governance-and-reuse-data/estonian-open-data-portal,International Country
European Union,https://data.europa.eu/en,International Regional
Euskadi (Basque Country),https://opendata.euskadi.eus/hasiera/,International Regional
Fingal,http://data.fingal.ie/,International Regional
Finland,https://www.suomi.fi/etusivu,International Country
France,http://data.gouv.fr/,International Country
Fredericton,https://www.fredericton.ca/en/about-fredericton/open-data-portal-0,International Regional
Galicia,http://abertos.xunta.es/portada/,International Regional
Germany,https://www.govdata.de/,International Country
Ghana,https://www.statsghana.gov.gh/,International Country
Graz,http://data.graz.gv.at/,International Regional
Great Manchester,http://open.manchester.gov.uk/,International Regional
Greece,https://repository.data.gov.gr/,International Country
Guelph,https://guelph.ca/city-hall/open-government/,International Regional
Halifax,https://data-hrm.hub.arcgis.com/pages/open-data-catalogue,International Regional
Hamburg,http://daten.hamburg.de/,International Regional
Hamilton,http://www.hamilton.ca/ProjectsInitiatives/OpenData/,International Regional
Hauts-de-Seine,https://opendata.hauts-de-seine.fr/pages/accueil/,International Regional
Helsinki Region Infoshare,https://hri.fi/en_gb/,International Regional
Hong Kong,https://data.gov.hk/en/,International Country
India,http://data.gov.in/,International Country
Indonesia,https://data.go.id/,International Country
Ireland,https://data.gov.ie/,International Country
Italian Parliament,http://dati.camera.it/it/,International Regional
Italy,http://www.dati.gov.it/,International Country
Italy Senate,http://dati.senato.it/,International Regional
Japan,https://www.data.go.jp/?lang=english,International Country
Junta de Castilla y Le—n,https://datosabiertos.jcyl.es/web/es/datos-abiertos-castilla-leon.html,International Regional
Kent,https://www.kent.gov.uk/about-the-council/information-and-data/data-about-the-council,International Regional
Kenya,https://www.knbs.or.ke/,International Country
La Rochelle,https://www.larochelle.fr/action-municipale/ville-connectee/la-rochelle-pionniere-sur-lopen-data,International Regional
Langley,https://data-tol.opendata.arcgis.com/,International Regional
Le Mans,http://www.lemans.fr/citoyen/la-collectivite/lopen-data/,International Regional
Leipzig,https://opendata.leipzig.de/,International Regional
Library of the National Congress,http://datos.bcn.cl/es/,International Regional
Lichfield,http://lichfielddc.gov.uk/,International Regional
Linz,https://www.data.gv.at/auftritte/?organisation=stadt-linz,International Regional
Lleida,https://www.paeria.cat/,International Regional
Loire-Atlantique,https://data.loire-atlantique.fr/pages/home/,International Regional
Lombardy,https://dati.lombardia.it/,International Regional
London,https://opendata.london.ca/,International Regional
London,https://data.london.gov.uk/,International Regional
Lucca,https://www.provincia.lucca.it/open-data,International Regional
Manchester,http://open.manchester.gov.uk/,International Regional
Medicine Hat,https://www.medicinehat.ca/en/business-and-development/maps-and-gis.aspx,International Regional
Merton Council,https://www.merton.gov.uk/council-and-local-democracy/data-protection-and-freedom-of-information/open-data/overview,International Regional
METI,https://www.meti.go.jp/english/statistics/,International Regional
Mexico,http://datos.gob.mx/,International Country
Milan,http://dati.comune.milano.it/,International Regional
Ministry of Finances - Russia,http://government.ru/en/department/69/events/,International Regional
Mississauga,https://www.mississauga.ca/our-organization/data-and-maps/city-planning-data/,International Regional
Moers,https://www.moers.de/de/rathaus/offene-daten-moers/,International Regional
Moldova,http://data.gov.md/,International Country
Montevideo,http://montevideo.gub.uy/institucional/montevideo-abierto,International Regional
Montpellier,https://www.montpelliernumerique.fr/,International Regional
Montreal,https://donnees.montreal.ca/,International Regional
Morocco,http://data.gov.ma/,International Country
Mosman Council,https://www.mosman.nsw.gov.au/,International Regional
Nanaimo,https://www.nanaimo.ca/your-government/maps-data,International Regional
Nantes,https://data.nantesmetropole.fr/pages/home/,International Regional
Navarre,https://gobiernoabierto.navarra.es/es/open-data,International Regional
Netherlands,http://data.overheid.nl/,International Country
New South Wales,http://data.nsw.gov.au/,International Regional
New Zealand,http://www.data.govt.nz/,International Country
Niagara Falls,https://niagarafalls.ca/services/open/default.aspx,International Regional
Niagara Region,https://niagarafalls.ca/services/open/default.aspx,International Regional
North Devon Council,https://northdevon-self.achieveservice.com/service/results?DS=4005,International Regional
North Okanagan,https://www.rdno.ca/government-administration/maps-and-digital-data/digital-data,International Regional
Norway,https://data.norge.no/nb,International Country
Oman,https://opendata.om/,International Country
Ontario,https://www.ontario.ca/page/sharing-government-data,International Regional
Open GEO-Data (Amsterdam),http://maps.amsterdam.nl/open_geodata/,International Regional
Open UN-Habitat Transparency Initiative,https://data.unhabitat.org/,International Regional
Organization for Economic Cooperation and Development (OECD),https://web-archive.oecd.org/temp/2022-05-20/253891-open-government-data.htm,International Regional
Ottawa,http://data.ottawa.ca/,International Regional
Pamplona,https://www.pamplona.es/ayuntamiento/varios/open-data-ayuntamiento-de-pamplona,International Regional
Paris,https://opendata.paris.fr/explore/?sort=modified,International Regional
PhilippinesÊ,http://data.gov.ph/,International Country
Piedmont,https://www.dati.piemonte.it/#/home,International Regional
Portugal,https://dados.gov.pt/pt/,International Country
Prince George,https://data-cityofpg.opendata.arcgis.com/,International Regional
Puglia,http://www.dati.puglia.it/,International Regional
Quebec (City),https://library.mcmaster.ca/data/quebec-city-open-data,International Regional
Quebec (Province),https://www.donneesquebec.ca/fr/,International Regional
Queensland,https://data.qld.gov.au/,International Regional
Red Deer,https://data.reddeer.ca/datasets,International Regional
Redbridge,http://data.redbridge.gov.uk/,International Regional
Regina,http://open.regina.ca/,International Regional
Region of Peel,http://opendata.peelregion.ca/,International Regional
Rennes,https://data.rennesmetropole.fr/explore/,International Regional
Republic of Korea,http://www.data.go.kr/,International Country
Research Data Australia,https://researchdata.edu.au/,International Regional
Rheinland Pfalz,http://www.daten.rlp.de/,International Regional
Romania,http://data.gov.ro/,International Country
Rome,https://dati.comune.roma.it/,International Regional
Rostock,https://www.opendata-hro.de/,International Regional
Rotterdam,https://rotterdam.dataplatform.nl/#/home,International Regional
Saanich,https://www.saanich.ca/EN/main/local-government/data-catalogue-1.html,International Regional
Sardinia,http://www.sardegnageoportale.it/index.html,International Regional
Saskatoon,https://www.saskatoon.ca/moving-around/transit/open-data-saskatoon-transit,International Regional
Sa™ne-et-Loire,http://www.opendata71.fr/,International Regional
Seoul,http://data.seoul.go.kr/,International Regional
Shizuoka Prefecture(Shizuoka),https://www.city.shizuoka.lg.jp.e.qv.hp.transer.com/,International Regional
Sierra Leone,https://sierraleone.opendataforafrica.org/,International Country
Singapore,http://data.gov.sg/,International Country
Slovak Republic,https://data.slovensko.sk/,International Country
South Africa,http://southafrica.opendataforafrica.org/,International Country
South Australia,http://data.sa.gov.au,International Regional
Spain,http://datos.gob.es/,International Country
Stockholm,https://dataportalen.stockholm.se/dataportalen/,International Regional
Surrey,https://www.surrey.ca/services-payments/online-services/open-data,International Regional
Sutton,https://www.sutton.gov.uk/data-and-privacy,International Regional
Sweden,https://www.dataportal.se/,International Country
Tampere,http://tampere.fi/avoindata,International Regional
Tanzania,https://tanzania.opendataforafrica.org/,International Country
Tasmania Ð Spatial Data Work,https://nre.tas.gov.au/land-tasmania/location-data-products-and-services/tasmanian-spatial-data,International Regional
Terrassa,http://opendata.terrassa.cat/,International Regional
Timor Leste,http://www.transparency.gov.tl/,International Country
Tirol,https://www.tirol.gv.at/data/,International Regional
Toronto,https://www.toronto.ca/city-government/data-research-maps/open-data/,International Regional
Toulouse,https://data.toulouse-metropole.fr/pages/accueil/,International Regional
Trentino,http://dati.trentino.it/,International Regional
Trento,http://www.territorio.provincia.tn.it/portal/server.pt?open=512&objID=862&PageID=32157&mode=2&in_hi_userid=18720&cached=true,International Regional
Trinidad and Tobago,http://data.gov.tt/,International Country
Tunisia,https://www.data.gov.tn/fr/,International Country
Turin,http://www.comune.torino.it/aperto,International Regional
Tuscany,http://dati.toscana.it/,International Regional
Udine,http://opendata.comune.udine.it/,International Regional
Ukraine,http://data.gov.ua/,International Country
United Arab Emirates,https://bayanat.ae/,International Country
United Kingdom,http://data.gov.uk/,International Country
United Nations,http://data.un.org/,International Regional
Uruguay,https://data.org.uy/,International Country
Vancouver,https://opendata.vancouver.ca/pages/home/,International Regional
Veneto,http://dati.veneto.it/,International Regional
Venice,http://dati.venezia.it/,International Regional
Vicenza Geodata,http://geoportale.provincia.vicenza.it/home.asp?sezione=1&cat=8,International Regional
Victoria,http://www.data.vic.gov.au/,International Regional
Vienna,https://www.data.gv.at/auftritte/?organisation=stadt-wien,International Regional
Vorarlberg,https://www.data.gv.at/auftritte/?organisation=land-vorarlberg,International Regional
Warwickshire,https://apps.warwickshire.gov.uk/OpenData,International Regional
Waterloo,https://data.waterloo.ca/,International Regional
Windsor,https://opendata.citywindsor.ca/,International Regional
World Bank,http://data.worldbank.org/,International Regional
Wyre Council,https://www.wyre.gov.uk/open-data,International Regional
Zaragoza,https://www.zaragoza.es/sede/portal/datos-abiertos/,International Regional
Zurich,https://data.stadt-zuerich.ch/,International Regional
